id,annual_usage,min_order_quantity,bracket_pricing,quantity,quote_year,cost
8622,300,1,Yes,1,0.349829185880456,10.6886708991058
8623,300,10,Yes,1,0.349829185880456,10.1461693828837
8624,250,4,No,1,-0.400278276097949,3.95887003889319
8625,250,1,No,1,-0.400278276097949,3.95887003889319
8626,119,16,No,16,-0.400278276097949,4.27602477145385
8627,20,12,No,1,-4.15081558598998,5.02996277604981
8628,0,0,Yes,1,0.349829185880456,21.4580215108806
8629,0,0,Yes,2,0.349829185880456,11.8933024710249
8630,0,0,Yes,5,0.349829185880456,6.15391463529988
8631,0,0,Yes,10,0.349829185880456,4.24264006276325
8632,0,0,Yes,25,0.349829185880456,3.09364967199524
8633,0,0,Yes,50,0.349829185880456,2.77927699849212
8634,0,0,Yes,100,0.349829185880456,2.63739198655709
8635,0,0,Yes,250,0.349829185880456,2.5539302148306
8636,0,0,Yes,1,0.349829185880456,22.3176777596635
8637,0,0,Yes,2,0.349829185880456,12.7529587198077
8638,0,0,Yes,5,0.349829185880456,7.01357088408273
8639,0,0,Yes,10,0.349829185880456,5.1022963115461
8640,0,0,Yes,25,0.349829185880456,3.95330592077809
8641,0,0,Yes,50,0.349829185880456,3.63893324727497
8642,0,0,Yes,100,0.349829185880456,3.49704823533994
8643,0,0,Yes,250,0.349829185880456,3.41358646361345
8644,0,0,Yes,1,0.349829185880456,21.9977409680453
8645,0,0,Yes,2,0.349829185880456,12.4330219281895
8646,0,0,Yes,5,0.349829185880456,6.69363409246451
8647,0,0,Yes,10,0.349829185880456,4.77957746087034
8648,0,0,Yes,25,0.349829185880456,3.63336912915987
8649,0,0,Yes,50,0.349829185880456,3.31621439659921
8650,0,0,Yes,100,0.349829185880456,3.17711144372173
8651,0,0,Yes,250,0.349829185880456,3.09086761293769
8652,0,0,Yes,1,0.349829185880456,21.9977409680453
8653,0,0,Yes,2,0.349829185880456,12.4330219281895
8654,0,0,Yes,5,0.349829185880456,6.69363409246451
8655,0,0,Yes,10,0.349829185880456,4.77957746087034
8656,0,0,Yes,25,0.349829185880456,3.63336912915987
8657,0,0,Yes,50,0.349829185880456,3.31621439659921
8658,0,0,Yes,100,0.349829185880456,3.17711144372173
8659,0,0,Yes,250,0.349829185880456,3.09086761293769
8660,1,0,Yes,2,-0.400278276097949,6.98296823444968
8661,1,0,Yes,4,-0.400278276097949,6.10940169037908
8662,1,0,Yes,6,-0.400278276097949,5.23583514630849
8663,1,0,Yes,8,-0.400278276097949,4.71280804348915
8664,700,1,Yes,1,-0.400278276097949,1.315913934221
8665,20,1,No,1,0.349829185880456,13.3817040668139
8666,60,1,No,1,-0.400278276097949,9.03334575986379
8667,1,1,No,1,-1.52543946906556,848.099575457788
8668,365,25,No,25,-1.52543946906556,7.42253356554253
8669,0,0,Yes,1,0.349829185880456,22.1284977437501
8670,0,0,Yes,2,0.349829185880456,12.5637787038943
8671,0,0,Yes,5,0.349829185880456,6.82439086816935
8672,0,0,Yes,10,0.349829185880456,4.91033423657517
8673,0,0,Yes,25,0.349829185880456,3.76412590486471
8674,0,0,Yes,50,0.349829185880456,3.44697117230405
8675,0,0,Yes,100,0.349829185880456,3.30508616036901
8676,0,0,Yes,250,0.349829185880456,3.22162438864252
8677,25,10,Yes,1,-0.400278276097949,75.5495957668189
8678,8,0,Yes,1,-0.0252245451087462,370.589740879019
8679,8,0,Yes,2,-0.0252245451087462,213.97372623426
8680,31,0,Yes,10,-0.0252245451087462,18.6787445123885
8681,31,0,Yes,15,-0.0252245451087462,17.7968317911453
8682,31,0,Yes,25,-0.0252245451087462,16.5922002192263
8683,31,0,Yes,50,-0.0252245451087462,15.8966854548388
8684,31,0,Yes,100,-0.0252245451087462,15.4793765962064
8685,31,0,Yes,150,-0.0252245451087462,15.3903507063648
8686,20,1,No,1,-4.15081558598998,5.56968223321445
8687,430,0,Yes,5,-0.400278276097949,20.1838384625229
8688,430,0,Yes,10,-0.400278276097949,13.1201905154043
8689,167,5,No,5,0.724882916869659,50.6056542568286
8690,1200,1,No,1,-2.65060066203317,1.79164603306199
8691,0,0,Yes,1,0.349829185880456,22.1646645114982
8692,0,0,Yes,2,0.349829185880456,12.5999454716425
8693,0,0,Yes,5,0.349829185880456,6.86333969497504
8694,0,0,Yes,10,0.349829185880456,4.94928306338087
8695,0,0,Yes,25,0.349829185880456,3.80029267261285
8696,0,0,Yes,50,0.349829185880456,3.48591999910974
8697,0,0,Yes,100,0.349829185880456,3.34403498717471
8698,0,0,Yes,250,0.349829185880456,3.26057321544822
8699,0,0,Yes,1,0.349829185880456,21.6193809362185
8700,0,0,Yes,2,0.349829185880456,12.0546618963627
8701,0,0,Yes,5,0.349829185880456,6.31527406063776
8702,0,0,Yes,10,0.349829185880456,4.40121742904358
8703,0,0,Yes,25,0.349829185880456,3.25500909733312
8704,0,0,Yes,50,0.349829185880456,2.93785436477246
8705,0,0,Yes,100,0.349829185880456,2.79596935283742
8706,0,0,Yes,250,0.349829185880456,2.71250758111093
8707,0,0,Yes,1,0.349829185880456,27.7120902722523
8708,0,0,Yes,2,0.349829185880456,15.852172509918
8709,0,0,Yes,5,0.349829185880456,8.73566544070597
8710,0,0,Yes,10,0.349829185880456,6.36535112367365
8711,0,0,Yes,25,0.349829185880456,4.94093688620822
8712,0,0,Yes,50,0.349829185880456,4.53197420474842
8713,0,0,Yes,100,0.349829185880456,4.34557624789259
8714,0,0,Yes,250,0.349829185880456,4.2342938855906
8715,0,0,Yes,1,0.349829185880456,20.9071738174858
8716,0,0,Yes,2,0.349829185880456,11.34245477763
8717,0,0,Yes,5,0.349829185880456,5.60306694190504
8718,0,0,Yes,10,0.349829185880456,3.68901031031087
8719,0,0,Yes,25,0.349829185880456,2.5428019786004
8720,0,0,Yes,50,0.349829185880456,2.22564724603974
8721,0,0,Yes,100,0.349829185880456,2.08654429316225
8722,0,0,Yes,250,0.349829185880456,2.00030046237822
8723,0,0,Yes,1,0.349829185880456,141.659665151372
8724,0,0,Yes,2,0.349829185880456,131.468982823567
8725,0,0,Yes,5,0.349829185880456,125.354017015073
8726,0,0,Yes,10,0.349829185880456,123.317549784947
8727,0,0,Yes,25,0.349829185880456,122.093443799625
8728,0,0,Yes,50,0.349829185880456,121.754032594604
8729,0,0,Yes,100,0.349829185880456,121.598237287381
8730,0,0,Yes,250,0.349829185880456,121.506429338482
8731,0,0,Yes,1,0.349829185880456,27.584115555605
8732,0,0,Yes,2,0.349829185880456,15.7241977932708
8733,0,0,Yes,5,0.349829185880456,8.60769072405869
8734,0,0,Yes,10,0.349829185880456,6.23459434796882
8735,0,0,Yes,25,0.349829185880456,4.81296216956093
8736,0,0,Yes,50,0.349829185880456,4.40399948810113
8737,0,0,Yes,100,0.349829185880456,4.2176015312453
8738,0,0,Yes,250,0.349829185880456,4.10353710988577
8739,25,0,Yes,5,-1.15038573807635,14.4889635717187
8740,25,0,Yes,10,-1.15038573807635,10.3130929263366
8741,25,0,Yes,25,-1.15038573807635,7.80923977454193
8742,25,0,Yes,50,-1.15038573807635,6.97462205727703
8743,2,1,Yes,1,-0.0252245451087462,109.677114225781
8744,2,15,Yes,2,-0.400278276097949,109.137394768616
8745,0,0,Yes,1,0.349829185880456,22.036689794851
8746,0,0,Yes,2,0.349829185880456,12.4719707549952
8747,0,0,Yes,5,0.349829185880456,6.73258291927021
8748,0,0,Yes,10,0.349829185880456,4.82130834673358
8749,0,0,Yes,25,0.349829185880456,3.67231795596557
8750,0,0,Yes,50,0.349829185880456,3.35794528246246
8751,0,0,Yes,100,0.349829185880456,3.21606027052742
8752,0,0,Yes,250,0.349829185880456,3.12981643974338
8753,1,1,No,1,-0.400278276097949,3.60276647952683
8754,0,0,Yes,1,-3.77576185500077,7.13598148261491
8755,0,0,Yes,2,-3.77576185500077,5.06891160285551
8756,0,0,Yes,3,-3.77576185500077,4.38174301564074
8757,0,0,Yes,5,-3.77576185500077,3.8308953222459
8758,0,0,Yes,10,-3.77576185500077,3.416368522671
8759,0,0,Yes,20,-3.77576185500077,3.21049615241232
8760,0,0,Yes,50,-3.77576185500077,3.08530349482259
8761,0,0,Yes,100,-3.77576185500077,3.04357260895934
8762,1,1,No,1,-0.0252245451087462,131.947496981466
8763,0,0,Yes,1,0.349829185880456,24.7185947263288
8764,0,0,Yes,2,0.349829185880456,14.5279123985244
8765,0,0,Yes,5,0.349829185880456,8.41294659003021
8766,0,0,Yes,10,0.349829185880456,6.3736973008463
8767,0,0,Yes,25,0.349829185880456,5.15237337458199
8768,0,0,Yes,50,0.349829185880456,4.81018011050339
8769,0,0,Yes,100,0.349829185880456,4.65716686233815
8770,0,0,Yes,250,0.349829185880456,4.56535891343901
8771,0,0,Yes,1,0.349829185880456,24.7185947263288
8772,0,0,Yes,2,0.349829185880456,14.5279123985244
8773,0,0,Yes,5,0.349829185880456,8.41294659003021
8774,0,0,Yes,10,0.349829185880456,6.3736973008463
8775,0,0,Yes,25,0.349829185880456,5.15237337458199
8776,0,0,Yes,50,0.349829185880456,4.81018011050339
8777,0,0,Yes,100,0.349829185880456,4.65716686233815
8778,0,0,Yes,250,0.349829185880456,4.56535891343901
8779,0,0,Yes,1,0.349829185880456,28.3352715011434
8780,0,0,Yes,2,0.349829185880456,16.4753537388092
8781,0,0,Yes,5,0.349829185880456,9.3588466695971
8782,0,0,Yes,10,0.349829185880456,6.98853235256478
8783,0,0,Yes,25,0.349829185880456,5.56411811509935
8784,0,0,Yes,50,0.349829185880456,5.15793749269709
8785,0,0,Yes,100,0.349829185880456,4.96875747678372
8786,0,0,Yes,250,0.349829185880456,4.85747511448173
8787,20,1,No,1,-4.15081558598998,14.0132314728777
8788,0,0,Yes,1,0.349829185880456,21.2326747272191
8789,0,0,Yes,2,0.349829185880456,11.6679556873633
8790,0,0,Yes,5,0.349829185880456,5.92856785163835
8791,0,0,Yes,10,0.349829185880456,4.01451122004418
8792,0,0,Yes,25,0.349829185880456,2.86830288833371
8793,0,0,Yes,50,0.349829185880456,2.55114815577305
8794,0,0,Yes,100,0.349829185880456,2.40926314383802
8795,0,0,Yes,250,0.349829185880456,2.32580137211153
8796,255,0,Yes,1,-0.0252245451087462,30.605431692104
8797,255,0,Yes,6,-0.0252245451087462,6.35422288744345
8798,255,0,Yes,20,-0.0252245451087462,1.88345398196113
8799,42,1,Yes,1,-0.400278276097949,16.2194043055146
8800,42,5,Yes,1,-0.400278276097949,13.0979340429439
8801,10,1,No,1,-4.15081558598998,9.04725605515154
8802,1,1,Yes,1,0.349829185880456,1.94744134028477
8803,1790,75,Yes,75,0.724882916869659,2.5817508054061
8804,1,0,Yes,5,0.349829185880456,25.5559945026513
8805,1,0,Yes,19,0.349829185880456,5.83397784368166
8806,1,0,Yes,20,0.349829185880456,2.19504459640669
8807,1,0,Yes,5,-0.0252245451087462,26.3321889797077
8808,1,0,Yes,19,-0.0252245451087462,6.60739026168047
8809,1,0,Yes,20,-0.0252245451087462,2.97123907346305
8810,1,0,Yes,5,-0.0252245451087462,26.3767019246285
8811,1,0,Yes,19,-0.0252245451087462,6.65190320660127
8812,1,0,Yes,20,-0.0252245451087462,3.01575201838385
8813,1,0,Yes,5,-0.0252245451087462,26.1763936724849
8814,1,0,Yes,19,-0.0252245451087462,6.45437701351524
8815,1,0,Yes,20,-0.0252245451087462,2.81544376624027
8816,0,0,Yes,1,0.349829185880456,21.3968162116145
8817,0,0,Yes,2,0.349829185880456,11.8320971717588
8818,0,0,Yes,5,0.349829185880456,6.09270933603378
8819,0,0,Yes,10,0.349829185880456,4.18143476349716
8820,0,0,Yes,25,0.349829185880456,3.03244437272914
8821,0,0,Yes,50,0.349829185880456,2.71807169922603
8822,0,0,Yes,100,0.349829185880456,2.576186687291
8823,0,0,Yes,250,0.349829185880456,2.49272491556451
8824,0,0,Yes,1,0.349829185880456,21.4135085659598
8825,0,0,Yes,2,0.349829185880456,11.8487895261041
8826,0,0,Yes,5,0.349829185880456,6.10940169037908
8827,0,0,Yes,10,0.349829185880456,4.19534505878491
8828,0,0,Yes,25,0.349829185880456,3.04913672707444
8829,0,0,Yes,50,0.349829185880456,2.73198199451378
8830,0,0,Yes,100,0.349829185880456,2.59009698257875
8831,0,0,Yes,250,0.349829185880456,2.50663521085226
8832,0,0,Yes,1,0.349829185880456,20.6011473211553
8833,0,0,Yes,2,0.349829185880456,11.0364282812996
8834,0,0,Yes,5,0.349829185880456,5.29704044557458
8835,0,0,Yes,10,0.349829185880456,3.3829838139804
8836,0,0,Yes,25,0.349829185880456,2.23677548226994
8837,0,0,Yes,50,0.349829185880456,1.91962074970927
8838,0,0,Yes,100,0.349829185880456,1.77773573777424
8839,0,0,Yes,250,0.349829185880456,1.69427396604775
8840,0,0,Yes,1,0.349829185880456,21.3077903217729
8841,0,0,Yes,2,0.349829185880456,11.7430712819172
8842,0,0,Yes,5,0.349829185880456,6.00646550524974
8843,0,0,Yes,10,0.349829185880456,4.09240887365557
8844,0,0,Yes,25,0.349829185880456,2.94341848288755
8845,0,0,Yes,50,0.349829185880456,2.62904580938444
8846,0,0,Yes,100,0.349829185880456,2.48716079744941
8847,0,0,Yes,250,0.349829185880456,2.40369902572292
8848,0,0,Yes,1,0.349829185880456,21.3077903217729
8849,0,0,Yes,2,0.349829185880456,11.7430712819172
8850,0,0,Yes,5,0.349829185880456,6.00646550524974
8851,0,0,Yes,10,0.349829185880456,4.09240887365557
8852,0,0,Yes,25,0.349829185880456,2.94341848288755
8853,0,0,Yes,50,0.349829185880456,2.62904580938444
8854,0,0,Yes,100,0.349829185880456,2.48716079744941
8855,0,0,Yes,250,0.349829185880456,2.40369902572292
8856,0,0,Yes,1,0.349829185880456,21.3022262036578
8857,0,0,Yes,2,0.349829185880456,11.7375071638021
8858,0,0,Yes,5,0.349829185880456,5.9981193280771
8859,0,0,Yes,10,0.349829185880456,4.08406269648292
8860,0,0,Yes,25,0.349829185880456,2.93785436477246
8861,0,0,Yes,50,0.349829185880456,2.62069963221179
8862,0,0,Yes,100,0.349829185880456,2.48159667933431
8863,0,0,Yes,250,0.349829185880456,2.39535284855027
8864,0,0,Yes,1,0.349829185880456,20.5621984943496
8865,0,0,Yes,2,0.349829185880456,10.9974794544939
8866,0,0,Yes,5,0.349829185880456,5.25809161876888
8867,0,0,Yes,10,0.349829185880456,3.34681704623226
8868,0,0,Yes,25,0.349829185880456,2.19782665546424
8869,0,0,Yes,50,0.349829185880456,1.88345398196113
8870,0,0,Yes,100,0.349829185880456,1.7415689700261
8871,0,0,Yes,250,0.349829185880456,1.65810719829961
8872,3400,1,No,1,-0.0252245451087462,16.2694813685505
8873,1,20,No,20,0.349829185880456,4.73784657500709
8874,1,20,No,20,0.349829185880456,5.74495195384007
8875,0,0,Yes,1,0.349829185880456,28.5800926982078
8876,0,0,Yes,2,0.349829185880456,16.7201749358735
8877,0,0,Yes,5,0.349829185880456,9.60366786666147
8878,0,0,Yes,10,0.349829185880456,7.23335354962915
8879,0,0,Yes,25,0.349829185880456,5.80893931216372
8880,0,0,Yes,50,0.349829185880456,5.39997663070392
8881,0,0,Yes,100,0.349829185880456,5.21357867384809
8882,0,0,Yes,250,0.349829185880456,5.1022963115461
8883,233,0,Yes,1,-0.0252245451087462,37.6384769895895
8884,233,0,Yes,6,-0.0252245451087462,9.29207725221591
8885,233,0,Yes,20,-0.0252245451087462,4.06458828308007
8886,190,1,Yes,1,0.349829185880456,3.11312408539808
8887,190,14,Yes,1,0.349829185880456,2.76536670320438
8888,40,1,Yes,1,0.349829185880456,9.86796347712869
8889,225,1,Yes,1,0.349829185880456,3.12703438068583
8890,225,14,Yes,1,0.349829185880456,2.77927699849212
8891,10,1,No,1,-1.52543946906556,10.2157208593224
8892,75,1,No,1,-0.775332007087152,4.61543597647491
8893,25,1,No,1,-2.27554693104396,6.72145468304001
8894,3,3,No,3,-1.52543946906556,14.4833994536036
8895,0,0,Yes,1,0.349829185880456,27.9958602961224
8896,0,0,Yes,2,0.349829185880456,16.1359425337881
8897,0,0,Yes,5,0.349829185880456,9.01943546457604
8898,0,0,Yes,10,0.349829185880456,6.64912114754372
8899,0,0,Yes,25,0.349829185880456,5.22470691007829
8900,0,0,Yes,50,0.349829185880456,4.81852628767603
8901,0,0,Yes,100,0.349829185880456,4.62934627176266
8902,0,0,Yes,250,0.349829185880456,4.51806390946067
8903,5,1,No,1,-4.15081558598998,72.9511526070675
8904,56,3,No,1,-4.15081558598998,13.2704217045119
8905,2,5,No,5,-0.400278276097949,48.6860335071193
8906,70,1,Yes,1,0.349829185880456,5.87014461142981
8907,70,1,Yes,1,0.349829185880456,6.85221145874485
8908,0,0,Yes,1,0.349829185880456,21.5080985739165
8909,0,0,Yes,2,0.349829185880456,11.9433795340607
8910,0,0,Yes,5,0.349829185880456,6.20399169833577
8911,0,0,Yes,10,0.349829185880456,4.29271712579915
8912,0,0,Yes,25,0.349829185880456,3.14372673503113
8913,0,0,Yes,50,0.349829185880456,2.82935406152802
8914,0,0,Yes,100,0.349829185880456,2.68746904959298
8915,0,0,Yes,250,0.349829185880456,2.60122521880894
8916,0,0,Yes,1,0.349829185880456,21.4997523967439
8917,0,0,Yes,2,0.349829185880456,11.9350333568881
8918,0,0,Yes,5,0.349829185880456,6.19842758022067
8919,0,0,Yes,10,0.349829185880456,4.2843709486265
8920,0,0,Yes,25,0.349829185880456,3.13538055785848
8921,0,0,Yes,50,0.349829185880456,2.82100788435537
8922,0,0,Yes,100,0.349829185880456,2.67912287242034
8923,0,0,Yes,250,0.349829185880456,2.59566110069385
8924,0,0,Yes,1,0.349829185880456,20.6206217345582
8925,0,0,Yes,2,0.349829185880456,11.0559026947024
8926,0,0,Yes,5,0.349829185880456,5.31929691803498
8927,0,0,Yes,10,0.349829185880456,3.4052402864408
8928,0,0,Yes,25,0.349829185880456,2.25903195473033
8929,0,0,Yes,50,0.349829185880456,1.94187722216967
8930,0,0,Yes,100,0.349829185880456,1.79999221023464
8931,0,0,Yes,250,0.349829185880456,1.71653043850815
8932,1,1,No,1,0.349829185880456,2.91559789231206
8933,0,0,Yes,1,0.349829185880456,28.5439259304596
8934,0,0,Yes,2,0.349829185880456,16.6840081681254
8935,0,0,Yes,5,0.349829185880456,9.56750109891333
8936,0,0,Yes,10,0.349829185880456,7.19440472282345
8937,0,0,Yes,25,0.349829185880456,5.77277254441557
8938,0,0,Yes,50,0.349829185880456,5.36380986295577
8939,0,0,Yes,100,0.349829185880456,5.17741190609994
8940,0,0,Yes,250,0.349829185880456,5.06612954379796
8941,0,0,Yes,1,0.349829185880456,29.9015707505439
8942,0,0,Yes,2,0.349829185880456,18.0416529882096
8943,0,0,Yes,5,0.349829185880456,10.9251459189976
8944,0,0,Yes,10,0.349829185880456,8.55483160196525
8945,0,0,Yes,25,0.349829185880456,7.13041736449981
8946,0,0,Yes,50,0.349829185880456,6.72423674209756
8947,0,0,Yes,100,0.349829185880456,6.53505672618418
8948,0,0,Yes,250,0.349829185880456,6.4237743638822
8949,0,0,Yes,1,0.349829185880456,27.6453208548711
8950,0,0,Yes,2,0.349829185880456,15.7854030925368
8951,0,0,Yes,5,0.349829185880456,8.66889602332478
8952,0,0,Yes,10,0.349829185880456,6.29858170629246
8953,0,0,Yes,25,0.349829185880456,4.87416746882703
8954,0,0,Yes,50,0.349829185880456,4.46798684642478
8955,0,0,Yes,100,0.349829185880456,4.2788068305114
8956,0,0,Yes,250,0.349829185880456,4.16752446820941
8957,20,1,Yes,1,-0.400278276097949,47.3367348642077
8958,20,4,Yes,1,-0.400278276097949,44.499034625507
8959,180,28,No,28,0.724882916869659,4.18421682255471
8960,180,0,Yes,20,0.349829185880456,2.98236730969325
8961,180,0,Yes,50,0.349829185880456,1.84450515515543
8962,325,1,No,1,-3.40070812401157,5.68931077268908
8963,1700,1,Yes,1,-0.400278276097949,5.1078604296612
8964,1700,92,Yes,1,-0.400278276097949,5.55298987886915
8965,1,0,Yes,1,0.349829185880456,29.041914501761
8966,1,0,Yes,2,0.349829185880456,17.1819967394268
8967,1,0,Yes,5,0.349829185880456,10.0654896702147
8968,1,0,Yes,10,0.349829185880456,7.6951753531824
8969,1,0,Yes,25,0.349829185880456,6.27076111571696
8970,1,0,Yes,50,0.349829185880456,5.86458049331471
8971,1,0,Yes,100,0.349829185880456,5.67818253645888
8972,1,0,Yes,250,0.349829185880456,5.56411811509935
8973,0,0,Yes,1,0.349829185880456,22.0478180310812
8974,0,0,Yes,2,0.349829185880456,12.4830989912254
8975,0,0,Yes,5,0.349829185880456,6.74371115550041
8976,0,0,Yes,10,0.349829185880456,4.83243658296378
8977,0,0,Yes,25,0.349829185880456,3.68344619219577
8978,0,0,Yes,50,0.349829185880456,3.3662914596351
8979,0,0,Yes,100,0.349829185880456,3.22718850675762
8980,0,0,Yes,250,0.349829185880456,3.14094467597358
8981,0,0,Yes,1,0.349829185880456,21.2410209043918
8982,0,0,Yes,2,0.349829185880456,11.676301864536
8983,0,0,Yes,5,0.349829185880456,5.936914028811
8984,0,0,Yes,10,0.349829185880456,4.02285739721683
8985,0,0,Yes,25,0.349829185880456,2.87664906550636
8986,0,0,Yes,50,0.349829185880456,2.5594943329457
8987,0,0,Yes,100,0.349829185880456,2.42039138006822
8988,0,0,Yes,250,0.349829185880456,2.33414754928418
8989,540,30,No,1,0.349829185880456,8.16534333390829
8990,7,1,No,1,-4.15081558598998,25.7896874634855
8991,0,0,Yes,1,0.349829185880456,22.1173695075199
8992,0,0,Yes,2,0.349829185880456,12.5526504676641
8993,0,0,Yes,5,0.349829185880456,6.81326263193915
8994,0,0,Yes,10,0.349829185880456,4.90198805940252
8995,0,0,Yes,25,0.349829185880456,3.75299766863451
8996,0,0,Yes,50,0.349829185880456,3.43584293607385
8997,0,0,Yes,100,0.349829185880456,3.29673998319636
8998,0,0,Yes,250,0.349829185880456,3.21049615241232
8999,52,1,No,1,-4.15081558598998,3.4497532313616
9000,0,0,Yes,1,0.349829185880456,22.067292444484
9001,0,0,Yes,2,0.349829185880456,12.5025734046282
9002,0,0,Yes,5,0.349829185880456,6.76596762796081
9003,0,0,Yes,10,0.349829185880456,4.85191099636663
9004,0,0,Yes,25,0.349829185880456,3.70292060559862
9005,0,0,Yes,50,0.349829185880456,3.3885479320955
9006,0,0,Yes,100,0.349829185880456,3.24666292016047
9007,0,0,Yes,250,0.349829185880456,3.16320114843398
9008,0,0,Yes,1,0.349829185880456,20.9043917584282
9009,0,0,Yes,2,0.349829185880456,11.3396727185725
9010,0,0,Yes,5,0.349829185880456,5.60028488284749
9011,0,0,Yes,10,0.349829185880456,3.68622825125332
9012,0,0,Yes,25,0.349829185880456,2.54001991954285
9013,0,0,Yes,50,0.349829185880456,2.22286518698219
9014,0,0,Yes,100,0.349829185880456,2.08376223410471
9015,0,0,Yes,250,0.349829185880456,1.99751840332067
9016,0,0,Yes,1,0.349829185880456,20.6150576164431
9017,0,0,Yes,2,0.349829185880456,11.0503385765873
9018,0,0,Yes,5,0.349829185880456,5.31095074086233
9019,0,0,Yes,10,0.349829185880456,3.3996761683257
9020,0,0,Yes,25,0.349829185880456,2.25068577755769
9021,0,0,Yes,50,0.349829185880456,1.93631310405457
9022,0,0,Yes,100,0.349829185880456,1.79442809211954
9023,0,0,Yes,250,0.349829185880456,1.7081842613355
9024,0,0,Yes,1,0.349829185880456,28.201732666381
9025,0,0,Yes,2,0.349829185880456,16.3418149040468
9026,0,0,Yes,5,0.349829185880456,9.22530783483472
9027,0,0,Yes,10,0.349829185880456,6.8549935178024
9028,0,0,Yes,25,0.349829185880456,5.43057928033696
9029,0,0,Yes,50,0.349829185880456,5.02439865793471
9030,0,0,Yes,100,0.349829185880456,4.83521864202133
9031,0,0,Yes,250,0.349829185880456,4.72393627971935
9032,42,1,No,1,-4.15081558598998,9.51185991776233
9033,11,0,Yes,6,-0.0252245451087462,20.3813646556089
9034,11,0,Yes,9,-0.0252245451087462,16.9343934833049
9035,11,0,Yes,12,-0.0252245451087462,12.73904842452
9036,11,0,Yes,18,-0.0252245451087462,8.9276275156769
9037,10,1,Yes,1,-0.400278276097949,50.1966915753688
9038,373,30,No,30,-0.0252245451087462,6.94123734858644
9039,621,20,No,20,0.724882916869659,32.3358724258999
9040,15,1,No,1,-1.52543946906556,17.6855494288433
9041,0,0,Yes,1,0.349829185880456,30.8224322985928
9042,0,0,Yes,2,0.349829185880456,20.6317499707884
9043,0,0,Yes,5,0.349829185880456,14.5167841622942
9044,0,0,Yes,10,0.349829185880456,12.4775348731103
9045,0,0,Yes,25,0.349829185880456,11.256210946846
9046,0,0,Yes,50,0.349829185880456,10.9140176827674
9047,0,0,Yes,100,0.349829185880456,10.7610044346021
9048,0,0,Yes,250,0.349829185880456,10.669196485703
9049,15,1,No,1,-0.400278276097949,23.3025266660361
9050,1,0,Yes,1,0.349829185880456,29.2728254035377
9051,1,0,Yes,2,0.349829185880456,17.4129076412034
9052,1,0,Yes,5,0.349829185880456,10.2964005719913
9053,1,0,Yes,10,0.349829185880456,7.92330419590147
9054,1,0,Yes,25,0.349829185880456,6.50167201749359
9055,1,0,Yes,50,0.349829185880456,6.09270933603378
9056,1,0,Yes,100,0.349829185880456,5.90631137917796
9057,1,0,Yes,250,0.349829185880456,5.79224695781842
9058,0,0,Yes,1,0.349829185880456,25.1359035849613
9059,0,0,Yes,2,0.349829185880456,14.9452212571568
9060,0,0,Yes,5,0.349829185880456,8.83303750772021
9061,0,0,Yes,10,0.349829185880456,6.7937882185363
9062,0,0,Yes,25,0.349829185880456,5.56968223321445
9063,0,0,Yes,50,0.349829185880456,5.23027102819339
9064,0,0,Yes,100,0.349829185880456,5.07725778002815
9065,0,0,Yes,250,0.349829185880456,4.98266777207146
9066,16,0,Yes,4,-0.400278276097949,54.0387151338449
9067,16,0,Yes,8,-0.400278276097949,39.5024565581478
9068,16,0,Yes,12,-0.400278276097949,35.0066491211475
9069,16,0,Yes,16,-0.400278276097949,32.7587454026474
9070,0,0,Yes,1,0.349829185880456,28.6412979974739
9071,0,0,Yes,2,0.349829185880456,16.7813802351396
9072,0,0,Yes,5,0.349829185880456,9.66487316592757
9073,0,0,Yes,10,0.349829185880456,7.29177678983769
9074,0,0,Yes,25,0.349829185880456,5.87014461142981
9075,0,0,Yes,50,0.349829185880456,5.46118192997001
9076,0,0,Yes,100,0.349829185880456,5.27478397311418
9077,0,0,Yes,250,0.349829185880456,5.16350161081219
9078,350,1,Yes,1,-2.27554693104396,4.15639623197921
9079,100,1,Yes,1,-0.775332007087152,5.73382371760988
9080,0,0,Yes,1,0.349829185880456,27.9374370559138
9081,0,0,Yes,2,0.349829185880456,16.0775192935796
9082,0,0,Yes,5,0.349829185880456,8.9610122243675
9083,0,0,Yes,10,0.349829185880456,6.58791584827763
9084,0,0,Yes,25,0.349829185880456,5.16628366986974
9085,0,0,Yes,50,0.349829185880456,4.75732098840994
9086,0,0,Yes,100,0.349829185880456,4.57092303155411
9087,0,0,Yes,250,0.349829185880456,4.45964066925213
9088,0,0,Yes,1,0.349829185880456,28.3547459145463
9089,0,0,Yes,2,0.349829185880456,16.494828152212
9090,0,0,Yes,5,0.349829185880456,9.37832108299995
9091,0,0,Yes,10,0.349829185880456,7.00800676596763
9092,0,0,Yes,25,0.349829185880456,5.58359252850219
9093,0,0,Yes,50,0.349829185880456,5.17741190609994
9094,0,0,Yes,100,0.349829185880456,4.99101394924411
9095,0,0,Yes,250,0.349829185880456,4.87694952788458
9096,10,1,No,1,0.349829185880456,9.84848906372584
9097,300,1,No,1,-0.400278276097949,10.193464386862
9098,0,0,Yes,1,0.349829185880456,28.4103870956973
9099,0,0,Yes,2,0.349829185880456,16.550469333363
9100,0,0,Yes,5,0.349829185880456,9.43396226415094
9101,0,0,Yes,10,0.349829185880456,7.06364794711862
